round	value	daily_double	category	comments	answer	question	air_date	notes\
2	800	no	FAMOUS AMERICANS	-	In 1844 he succeeded Joseph Smith as leader of the Mormon Church	Brigham Young	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1600	no	FAMOUS AMERICANS	-	At the 1855 World's Fair in Paris, one of his sewing machines won first prize	Singer	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	400	no	GREEK MYTHOLOGY	-	The Judgement of Paris refers to the picking of a winner in one of these contests	a beauty contest	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	800	no	GREEK MYTHOLOGY	-	Ioalus, the son of Iphicles & Automedusa, helped this man, his uncle, with his labors	Hercules	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1200	no	GREEK MYTHOLOGY	-	Like father like son--Cronus deposed his father Uranus & this god deposed his father Cronus	Zeus	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1600	no	GREEK MYTHOLOGY	-	Athena gave Perseus one of these to use as a mirror against Medusa &, reflecting back, it was a good thing	a shield	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	2000	no	GREEK MYTHOLOGY	-	With a name from the Greek for "form", he appeared to people in their dreams	Morpheus	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	400	no	YOU HAD TO EXPECT OPERA	-	We're not stringing you along: "El Retablo de Maese Pedro" is meant to be peformed by these toys	puppets	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	800	no	YOU HAD TO EXPECT OPERA	-	At the beginning of an 1893 opera, these little tykes are sent into the woods to pick strawberries	Hansel & Gretel	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1200	no	YOU HAD TO EXPECT OPERA	-	King Solomon is a character in "La Reine de Saba", an opera about the queen of this place	Sheba	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1600	no	YOU HAD TO EXPECT OPERA	-	Flosshilde is a Rhinemaiden in this composer's "Das Rheingold\\"	Richard Wagner	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	400	no	LONG WORDS	-	In 1923 Lts. Macready & Kelly made the first nonstop flight of this 16-letter type, Long Island to San Diego	transcontinental	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1200	no	LONG WORDS	-	Adjective for an act done without meaning to; legally, it's a type of manslaughter	involuntary	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	1600	no	LONG WORDS	-	This adjective from the Latin for "to boil" is used of a bubbly liquid or person	effervescent	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
2	2000	no	LONG WORDS	-	Among bodily noises, hiccup & burp are this type of word that imitates sound	an onomatopoeia	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
3	0	no	THE WORLD OF ART	-	It's the room where you'll find the masterpiece that includes "The Flood" & "The Creation of Eve\\"	the Sistine Chapel	2005-01-28	2005 Teen Tournament quarterfinal game 3.\
1	200	no	LANGUAGES	-	Finland has 2 national languages: Finnish & this one spoken by its neighbor	Swedish	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	600	no	LANGUAGES	-	Wu & Hakka are among the many dialect groups of this language	Chinese	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	no	LANGUAGES	-	Although Spanish is based on Latin, many of its words come from this language of the Moors	Arabic	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	yes	LANGUAGES	-	Portuguese is spoken by more than 150 million people; 80% of them live in this country	Brazil	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	200	no	WORLD WAR I	-	Naively, World War I was dubbed "The War To End All" these	Wars	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	400	no	WORLD WAR I	-	Breaking a long stalemate in the fighting, this country entered the war in April 1917	the United States	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	no	WORLD WAR I	-	Kaiser Wilhelm II was this country's leader during the war	Germany	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	1000	no	WORLD WAR I	-	In asking for a declaration of war in 1917, Pres. Wilson said, "The world must be made safe for" this	democracy	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	200	no	HANDY TECHNOLOGY	-	The Nomad Jukebox Zen Xtra is a device which plays music in this alphanumeric format	MP3	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	400	no	HANDY TECHNOLOGY	-	\\"N-Gage" with this company's cell phone, wihch is also a portable game	Nokia	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	600	no	HANDY TECHNOLOGY	-	You can feel your way around a game using the Dualshock controller for this video game console	PlayStation	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	no	HANDY TECHNOLOGY	-	This company that sells Dimension computers now sells a GPS system for the Axim PDAs	Dell	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	1000	no	HANDY TECHNOLOGY	-	With its Ofoto online service & Easyshare cameras, you'll never have to develop this company's film	Kodak	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	200	no	FAST FOOD NATION	-	Crispy Strips & Original Recipe chicken	KFC	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	400	no	FAST FOOD NATION	-	The Filet-O-Fish & Apple Dippers	McDonald's	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	600	no	FAST FOOD NATION	-	The Angus Steak Burger & The Croissan'wich	Burger King	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	no	FAST FOOD NATION	-	The Frosty Dairy Dessert & The Big Bacon Classic	Wendy's	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	1000	no	FAST FOOD NATION	-	The Double Decker Taco & the 7-Layer Burrito	Taco Bell	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	200	no	3-LETTER ANATOMY	-	Don't give the principal any of this mouth part that's used to form words	lip	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	400	no	3-LETTER ANATOMY	-	God took this body part from Adam to make woman	a rib	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	600	no	3-LETTER ANATOMY	-	Anyone cool knows this is a person's haunch	hip	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	800	no	3-LETTER ANATOMY	-	You'll find this body part at the center of a hurricane	an eye	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	1000	no	3-LETTER ANATOMY	-	Listen to Mark Antony, who might borrow one from a friend, Roman, or countryman	an ear	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	THE TEENS	-	It's the minimum age for our Teen Tournament (good age for a bar mitzvah, too)	13	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	800	no	THE TEENS	-	When a girl turns this "sweet" age, it's traditional to throw her a party	16	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	THE TEENS	-	The "Just for Teens" magazine full of stuff about the stars isn't called J-Lo, but J-this	14	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	THE TEENS	-	If you want to be Miss America, you have to be at least this old	17	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	no	THE TEENS	-	In 2002 Prince Harry got his own coat of arms when he turned this age	18	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	JOCKS	-	This Yankee's Hall of Fame plaque says, "greatest drawing card in history of baseball\\"	Babe Ruth	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	800	no	JOCKS	-	In 2004 this giant of a player was walked a record 232 times, 120 of them intentional	Barry Bonds	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	JOCKS	-	On the website of this young NBA star, you can sign up for Melo Mobile wireless service	Carmelo Anthony	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	JOCKS	-	Jordin Tootoo made a long trip south to Nashville & became the first NHL player of this native ancestry	Inuit (Eskimo)	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	no	JOCKS	-	Eddie George plays this NFL position, & Ricky Williams did	running back	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	THE PROM QUEEN	-	The prom queen can wear this bouquet of flowers either on her wrist or pinned to her dress or purse	corsage	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	800	no	THE PROM QUEEN	-	The prom queen was glad that Mrs. Marcus, her favorite teacher, acted as one of these supervisors at the dance	a chaperon	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	THE PROM QUEEN	-	Appropriately, the first dance for the prom queen & king was "Let's Get It Started" by this hip-hop group	The Black Eyed Peas	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	THE PROM QUEEN	-	Since the prom was June 23, the queen picked this Shakespearean fairy tale as the theme	A Midsummer Night's Dream	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	no	THE PROM QUEEN	-	The prom queen should know that prom is short for this, a fancy word for a stroll	promenade	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	PARTY ANIMALS	-	Animal symbol of the political party that convened in New York City in August 2004	the elephant	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	800	no	PARTY ANIMALS	-	The short-eared type of this bird hunts by day, but many others are strictly the "night" type	the owl	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	PARTY ANIMALS	-	This breed of setter, known in Gaelic as modder rhu or "red dog", is noted for its exuberance	the Irish Setter	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	PARTY ANIMALS	-	The animal most closely related to humans, it's excitable, curious & needs companionship	the chimpanzee	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	no	PARTY ANIMALS	-	It's not a social insect like an ant, but it follows "social" to describe a person who gets around	butterfly	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	THE FOREIGN EXCHANGE STUDENT	-	If you're converting dollars to bolivianos, you mean to do some spending on this continent	South America	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	yes	THE FOREIGN EXCHANGE STUDENT	-	As of 2002 the Finnish markka & Austrian schilling were replaced by this	the euro	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	THE FOREIGN EXCHANGE STUDENT	-	In 1995 the dollar hit a record low of 80 of this currency of a WWII opponent	the yen	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	THE FOREIGN EXCHANGE STUDENT	-	Australia & this nearby country of 3.9 million people use a currency called the dollar	New Zealand	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	2000	no	THE FOREIGN EXCHANGE STUDENT	-	Belarus shares the name of this unit of currency with a larger neighbor	the ruble	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	400	no	THE SCIENCE GEEK	-	As a student in Paris, this Polish-born woman lived on bread & tea but graduated first in her class in physics	Marie Curie	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	800	no	THE SCIENCE GEEK	-	This German-born physicist said, "do not worry about your difficulties in mathematics; I can assure you that mine are... greater\\"	Einstein	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1200	no	THE SCIENCE GEEK	-	He said he's lucky to have chosen theoretical physics--his work isn't affected by his degenerative disease	Stephen Hawking	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	1600	no	THE SCIENCE GEEK	-	For 10 years, this German worked in his free time, inventing the internal-combustion engine named for him	(Rudolph) Diesel	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
2	4000	yes	THE SCIENCE GEEK	-	A unit of measure is named for this Italian count who by age 18 had devoted himself to the study of electricity	(Alessandro) Volta	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
3	0	no	ASTRONAUTS	-	Born Edwin in 1930, this Apollo astronaut legally changed his name in 1982 to his popular nickname	Buzz Aldrin	2005-01-31	2005 Teen Tournament quarterfinal game 4.\
1	200	no	ZOOLOGY	-	This group of large, hairy spiders gets its name from a wolf spider found around Tarranto, Italy	tarantula	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	400	no	ZOOLOGY	-	The green sea type of this swims over 1,000 miles from South America to Ascension Island, in order to breed	turtle	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	600	no	ZOOLOGY	-	Species of this ray are sometimes mistaken for sharks because the tips of their wings resemble shark fins	manta rays	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	800	no	ZOOLOGY	-	In the scientific classification of animals, it's next in line after kingdom, phylum, class...	order	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	1000	no	ZOOLOGY	-	In most toads this process of gradually developing from a tadpole into a fully formed toad takes 3-8 weeks	metamorphosis	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	200	no	RECENT CINEMA	-	In this 2004 film, Harry Osborn says "Now... let's see who's behind the mask\\"	Spider-Man 2	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	400	no	RECENT CINEMA	-	In a 2004 sequel, this ogre travels to meet his in-laws, King Harold & Queen Lillian	Shrek 2	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	600	no	RECENT CINEMA	-	With the help pf Christina Applegate & James Gandolfini, Ben Affleck seeks to survive this holiday	Christmas	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	800	no	RECENT CINEMA	-	This film tells the story of the 1988 championship football season of the Permian High School Panthers	Friday Night Lights	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	1000	no	RECENT CINEMA	-	In "Shark Tale" this famous director provides the voice of Sykes, a puffer fish with eyebrows	Martin Scorsese	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	200	no	THE LARGEST IN AREA	-	Chad, China, Chile	China	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	400	no	THE LARGEST IN AREA	-	Brazil, Botswana, Belgium	Brazil	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	600	no	THE LARGEST IN AREA	-	Egypt, Ecuador, El Salvador	Egypt	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	800	no	THE LARGEST IN AREA	-	Fiji, Finland, France	France	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	1000	no	THE LARGEST IN AREA	-	Japan, Jamaica, Jordan	Japan	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	200	no	AT THE MALL	-	In 2004, this "old" clothing store for the whole family celebrated its tenth anniversary	Old Navy	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	400	no	AT THE MALL	-	What began as a little surf shop in Newport Beach, California is now this mall-based retailer know as PacSun for short	Pacific Sunwear	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	600	no	AT THE MALL	-	At this bakery, take a break from shopping with a Pecanbon or its signature roll	Cinnabon	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	800	no	AT THE MALL	-	What started as Musicland in Minnesota is now the chain selling music, videos & games under this male name	Sam Goody	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	1000	no	AT THE MALL	-	Start saving up for a video phone from this company whose store is a real "hot spot\\"	T-Mobile	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	200	no	BIBLICAL POLICE BLOTTER	-	Seems this perp was the first murderer in the Bible & to top it off he iced his own brother	Cain	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	400	no	BIBLICAL POLICE BLOTTER	-	When Herodias' burlesque-dancing daughter said she wanted to get ahead, she meant the head of this man	John the Baptist	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	600	no	BIBLICAL POLICE BLOTTER	-	We admire his faith, but it seems this guy almost knocked off his own son in Genesis 22	Abraham	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	800	no	BIBLICAL POLICE BLOTTER	-	Hey, we don't make the rules; this man's wife gazed back at Sodom against orders & was turned into a pillar of salt	Lot	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	1000	no	BIBLICAL POLICE BLOTTER	-	We don't have to worry about collaring Uzzah; he was killed for touching this object in violation of divine law	The Ark of the Covenant	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
1	200	no	TIME FOR A "PI\\"	-	We love this winged, unclothed infant archer of mythology, the son of Venus	Cupid	2005-02-01	2005 Teen Tournament quarterfinal game 5.\
